ID,City,Group_size,Age,MPI#Mean,TOM,BUMO,BUMO_Previous,MostFavourite,Gender,Age#Group#2,MPI#2,Occupation,Occupation#group,Year
456157,3.0,3.0,18.0,6999.0,26.0,22.0,16.0,18.0,0.0,16 - 19 y.o.,2.VND 4.5m - VND 8.9m,18.0,1.0,2018
456501,3.0,3.0,20.0,3749.0,7.0,22.0,12.0,7.0,1.0,20 - 24 y.o.,1.Under VND 4.5m,18.0,1.0,2018
457495,3.0,1.0,32.0,8249.0,12.0,22.0,15.0,12.0,1.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
457498,3.0,4.0,16.0,3749.0,23.0,22.0,12.0,24.0,0.0,16 - 19 y.o.,1.Under VND 4.5m,18.0,1.0,2018
457517,3.0,4.0,22.0,5499.0,7.0,22.0,14.0,24.0,1.0,20 - 24 y.o.,2.VND 4.5m - VND 8.9m,18.0,1.0,2018
457774,3.0,2.0,47.0,5499.0,7.0,22.0,10.0,7.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,8.0,1.0,2018
458351,3.0,3.0,39.0,10499.0,26.0,22.0,17.0,7.0,1.0,35 - 39 y.o.,3.VND 9m - VND 14.9m,25.0,5.0,2018
459641,3.0,2.0,18.0,3749.0,7.0,22.0,12.0,7.0,1.0,16 - 19 y.o.,1.Under VND 4.5m,18.0,1.0,2018
459806,3.0,2.0,28.0,8249.0,7.0,22.0,16.0,7.0,1.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
730037,1.0,2.0,29.0,6999.0,7.0,22.0,14.0,7.0,1.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2019
731070,1.0,4.0,30.0,8249.0,20.0,22.0,16.0,4.0,0.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2019
738508,3.0,3.0,21.0,10499.0,7.0,22.0,19.0,7.0,0.0,20 - 24 y.o.,3.VND 9m - VND 14.9m,27.0,0.0,2019
738921,3.0,3.0,31.0,5499.0,23.0,22.0,12.0,27.0,0.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,8.0,1.0,2019
739650,5.0,4.0,31.0,17499.0,23.0,22.0,26.0,7.0,1.0,30 - 34 y.o.,4.VND 15m - VND 24.9m,25.0,5.0,2019
743362,2.0,5.0,28.0,6999.0,23.0,22.0,15.0,24.0,1.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2019
745008,3.0,4.0,23.0,3749.0,23.0,22.0,11.0,24.0,0.0,20 - 24 y.o.,1.Under VND 4.5m,18.0,1.0,2019
748758,3.0,3.0,21.0,5499.0,23.0,22.0,13.0,24.0,1.0,20 - 24 y.o.,2.VND 4.5m - VND 8.9m,23.0,0.0,2019
789606,3.0,2.0,25.0,6999.0,7.0,22.0,15.0,7.0,1.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2019
806276,0.0,3.0,25.0,5499.0,13.0,22.0,13.0,16.0,1.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2019
808724,4.0,3.0,35.0,10499.0,7.0,22.0,18.0,7.0,0.0,35 - 39 y.o.,3.VND 9m - VND 14.9m,24.0,0.0,2019
810013,5.0,2.0,39.0,5499.0,10.0,22.0,11.0,10.0,1.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,4.0,6.0,2019
812283,0.0,1.0,52.0,8249.0,13.0,22.0,13.0,16.0,1.0,45+ y.o.,2.VND 4.5m - VND 8.9m,0.0,2.0,2019
816088,3.0,7.0,31.0,10499.0,18.0,22.0,19.0,18.0,0.0,30 - 34 y.o.,3.VND 9m - VND 14.9m,15.0,6.0,2019
817882,2.0,4.0,54.0,6999.0,26.0,22.0,12.0,7.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,8.0,1.0,2019
822988,4.0,5.0,20.0,1499.0,7.0,22.0,9.0,7.0,0.0,20 - 24 y.o.,1.Under VND 4.5m,18.0,1.0,2019
826615,3.0,3.0,26.0,10499.0,23.0,22.0,19.0,24.0,0.0,25 - 29 y.o.,3.VND 9m - VND 14.9m,23.0,0.0,2019
830359,3.0,2.0,39.0,10499.0,12.0,22.0,17.0,12.0,1.0,35 - 39 y.o.,3.VND 9m - VND 14.9m,27.0,0.0,2019
831022,3.0,3.0,43.0,10499.0,26.0,22.0,17.0,12.0,1.0,40 - 44 y.o.,3.VND 9m - VND 14.9m,24.0,0.0,2019
831851,3.0,4.0,40.0,5499.0,26.0,22.0,12.0,16.0,0.0,40 - 44 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2019
832198,3.0,3.0,46.0,8249.0,26.0,22.0,14.0,27.0,1.0,45+ y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2019
833463,3.0,2.0,31.0,10499.0,28.0,22.0,18.0,29.0,1.0,30 - 34 y.o.,3.VND 9m - VND 14.9m,7.0,5.0,2019
833581,3.0,3.0,55.0,5499.0,26.0,22.0,10.0,27.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,8.0,1.0,2019
837569,3.0,3.0,26.0,8249.0,23.0,22.0,16.0,24.0,1.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,7.0,5.0,2019
841727,3.0,2.0,44.0,8249.0,26.0,22.0,14.0,12.0,1.0,40 - 44 y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2019
843196,0.0,2.0,42.0,1499.0,26.0,22.0,6.0,27.0,0.0,40 - 44 y.o.,1.Under VND 4.5m,8.0,1.0,2019
847375,3.0,4.0,30.0,5499.0,26.0,22.0,13.0,16.0,0.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,25.0,5.0,2019
852572,5.0,3.0,36.0,5499.0,26.0,22.0,12.0,14.0,0.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2019
348403,3.0,4.0,53.0,5499.0,16.0,22.0,10.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
349532,3.0,5.0,16.0,1499.0,16.0,22.0,10.0,16.0,0.0,16 - 19 y.o.,1.Under VND 4.5m,18.0,1.0,2018
353398,3.0,4.0,46.0,3749.0,16.0,22.0,9.0,16.0,0.0,45+ y.o.,1.Under VND 4.5m,8.0,1.0,2018
368451,3.0,5.0,28.0,10499.0,16.0,22.0,19.0,16.0,1.0,25 - 29 y.o.,3.VND 9m - VND 14.9m,27.0,0.0,2018
368552,3.0,2.0,39.0,3749.0,16.0,22.0,9.0,16.0,0.0,35 - 39 y.o.,1.Under VND 4.5m,8.0,1.0,2018
368577,5.0,2.0,39.0,6999.0,16.0,22.0,13.0,16.0,1.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2018
368653,3.0,3.0,29.0,3749.0,16.0,22.0,11.0,24.0,0.0,25 - 29 y.o.,1.Under VND 4.5m,8.0,1.0,2018
368657,3.0,3.0,35.0,6999.0,16.0,22.0,14.0,7.0,0.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,8.0,1.0,2018
369513,3.0,4.0,28.0,13499.0,16.0,22.0,22.0,16.0,0.0,25 - 29 y.o.,3.VND 9m - VND 14.9m,27.0,0.0,2018
374362,3.0,2.0,45.0,1499.0,16.0,22.0,6.0,16.0,0.0,45+ y.o.,1.Under VND 4.5m,8.0,1.0,2018
379371,3.0,5.0,43.0,10499.0,16.0,22.0,17.0,16.0,1.0,40 - 44 y.o.,3.VND 9m - VND 14.9m,17.0,6.0,2018
382171,0.0,2.0,54.0,10499.0,16.0,22.0,15.0,16.0,1.0,45+ y.o.,3.VND 9m - VND 14.9m,12.0,2.0,2018
382378,4.0,4.0,25.0,3749.0,16.0,22.0,11.0,7.0,0.0,25 - 29 y.o.,1.Under VND 4.5m,15.0,6.0,2018
382903,4.0,5.0,34.0,5499.0,16.0,22.0,13.0,16.0,0.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,2.0,5.0,2018
382998,4.0,4.0,56.0,5499.0,16.0,22.0,10.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
386262,4.0,3.0,31.0,5499.0,16.0,22.0,12.0,16.0,1.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
394255,3.0,4.0,16.0,1499.0,16.0,22.0,10.0,16.0,1.0,16 - 19 y.o.,1.Under VND 4.5m,18.0,1.0,2018
397155,0.0,3.0,33.0,8249.0,16.0,22.0,15.0,16.0,0.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,23.0,0.0,2018
402685,3.0,3.0,36.0,5499.0,16.0,22.0,12.0,16.0,0.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2018
405576,3.0,3.0,17.0,1499.0,16.0,22.0,9.0,16.0,1.0,16 - 19 y.o.,1.Under VND 4.5m,18.0,1.0,2018
405979,5.0,4.0,30.0,10499.0,16.0,22.0,18.0,16.0,1.0,30 - 34 y.o.,3.VND 9m - VND 14.9m,2.0,5.0,2018
406409,3.0,6.0,28.0,5499.0,16.0,22.0,13.0,16.0,1.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
406794,3.0,4.0,24.0,5499.0,16.0,22.0,13.0,18.0,0.0,20 - 24 y.o.,2.VND 4.5m - VND 8.9m,23.0,0.0,2018
407596,2.0,3.0,39.0,5499.0,16.0,22.0,11.0,16.0,1.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,11.0,6.0,2018
409637,4.0,4.0,46.0,10499.0,16.0,22.0,17.0,7.0,1.0,45+ y.o.,3.VND 9m - VND 14.9m,24.0,0.0,2018
411018,2.0,3.0,27.0,6999.0,16.0,22.0,15.0,16.0,0.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,2.0,5.0,2018
418249,4.0,4.0,36.0,1499.0,16.0,22.0,7.0,16.0,0.0,35 - 39 y.o.,1.Under VND 4.5m,8.0,1.0,2018
419482,2.0,3.0,25.0,8249.0,16.0,22.0,16.0,16.0,1.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2018
419723,4.0,4.0,35.0,1499.0,16.0,22.0,8.0,7.0,0.0,35 - 39 y.o.,1.Under VND 4.5m,8.0,1.0,2018
419803,4.0,3.0,41.0,5499.0,16.0,22.0,11.0,16.0,0.0,40 - 44 y.o.,2.VND 4.5m - VND 8.9m,25.0,5.0,2018
420880,3.0,2.0,36.0,3749.0,16.0,22.0,10.0,16.0,0.0,35 - 39 y.o.,1.Under VND 4.5m,8.0,1.0,2018
433234,3.0,3.0,52.0,6999.0,16.0,22.0,12.0,16.0,1.0,45+ y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2018
433240,3.0,4.0,40.0,8249.0,16.0,22.0,15.0,24.0,1.0,40 - 44 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2018
435214,4.0,3.0,44.0,6999.0,16.0,22.0,13.0,16.0,0.0,40 - 44 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
435268,3.0,3.0,26.0,5499.0,16.0,22.0,13.0,16.0,0.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
435786,3.0,6.0,37.0,5499.0,16.0,22.0,12.0,16.0,1.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
437385,4.0,2.0,55.0,5499.0,16.0,22.0,10.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,20.0,1.0,2018
437410,4.0,3.0,26.0,5499.0,16.0,22.0,13.0,16.0,0.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,23.0,0.0,2018
437707,4.0,4.0,39.0,6999.0,16.0,22.0,13.0,12.0,0.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
437949,3.0,5.0,20.0,3749.0,16.0,22.0,12.0,16.0,0.0,20 - 24 y.o.,1.Under VND 4.5m,18.0,1.0,2018
438454,3.0,3.0,40.0,6999.0,16.0,22.0,13.0,27.0,0.0,40 - 44 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
438474,4.0,3.0,41.0,1499.0,16.0,22.0,7.0,16.0,0.0,40 - 44 y.o.,1.Under VND 4.5m,8.0,1.0,2018
439354,3.0,3.0,34.0,10499.0,16.0,22.0,18.0,16.0,1.0,30 - 34 y.o.,3.VND 9m - VND 14.9m,23.0,0.0,2018
442987,4.0,2.0,16.0,1499.0,16.0,22.0,9.0,16.0,1.0,16 - 19 y.o.,1.Under VND 4.5m,18.0,1.0,2018
447660,4.0,3.0,59.0,5499.0,16.0,22.0,9.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,20.0,1.0,2018
448144,3.0,4.0,27.0,8249.0,16.0,22.0,16.0,16.0,1.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
448259,3.0,4.0,30.0,6999.0,16.0,22.0,14.0,16.0,1.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
449584,4.0,6.0,32.0,5499.0,16.0,22.0,13.0,12.0,1.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
449777,4.0,5.0,40.0,6999.0,16.0,22.0,14.0,12.0,0.0,40 - 44 y.o.,2.VND 4.5m - VND 8.9m,23.0,0.0,2018
449996,2.0,4.0,48.0,13499.0,16.0,22.0,20.0,16.0,1.0,45+ y.o.,3.VND 9m - VND 14.9m,27.0,0.0,2018
451374,4.0,4.0,23.0,3749.0,16.0,22.0,11.0,7.0,0.0,20 - 24 y.o.,1.Under VND 4.5m,8.0,1.0,2018
451861,3.0,4.0,38.0,6999.0,16.0,22.0,14.0,27.0,1.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
452809,4.0,3.0,34.0,5499.0,16.0,22.0,12.0,16.0,0.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2018
453415,5.0,1.0,48.0,8249.0,16.0,22.0,13.0,16.0,1.0,45+ y.o.,2.VND 4.5m - VND 8.9m,17.0,6.0,2018
453760,3.0,4.0,21.0,3749.0,16.0,22.0,12.0,16.0,1.0,20 - 24 y.o.,1.Under VND 4.5m,18.0,1.0,2018
454386,4.0,2.0,50.0,6999.0,16.0,22.0,12.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2018
454544,3.0,3.0,26.0,6999.0,16.0,22.0,15.0,16.0,1.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
456907,4.0,2.0,33.0,6999.0,16.0,22.0,14.0,12.0,1.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,23.0,0.0,2018
457622,5.0,4.0,21.0,1499.0,16.0,22.0,9.0,16.0,1.0,20 - 24 y.o.,1.Under VND 4.5m,18.0,1.0,2018
458091,3.0,4.0,20.0,6999.0,16.0,22.0,16.0,27.0,1.0,20 - 24 y.o.,2.VND 4.5m - VND 8.9m,18.0,1.0,2018
458098,3.0,4.0,32.0,6999.0,16.0,22.0,14.0,16.0,0.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2018
458271,3.0,4.0,29.0,8249.0,16.0,22.0,16.0,27.0,1.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
727642,4.0,2.0,36.0,13499.0,16.0,22.0,21.0,27.0,1.0,35 - 39 y.o.,3.VND 9m - VND 14.9m,22.0,4.0,2019
743253,5.0,4.0,34.0,5499.0,16.0,22.0,12.0,16.0,0.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2019
744957,3.0,1.0,48.0,10499.0,16.0,22.0,16.0,16.0,1.0,45+ y.o.,3.VND 9m - VND 14.9m,27.0,0.0,2019
745581,3.0,1.0,60.0,3749.0,16.0,22.0,7.0,16.0,1.0,45+ y.o.,1.Under VND 4.5m,20.0,1.0,2019
747026,2.0,3.0,49.0,6999.0,16.0,22.0,12.0,7.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,25.0,5.0,2019
752593,5.0,2.0,40.0,8249.0,16.0,22.0,14.0,16.0,1.0,40 - 44 y.o.,2.VND 4.5m - VND 8.9m,25.0,5.0,2019
757600,3.0,4.0,21.0,6999.0,16.0,22.0,15.0,18.0,1.0,20 - 24 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2019
788564,3.0,4.0,58.0,5499.0,16.0,22.0,10.0,7.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,7.0,5.0,2019
790334,3.0,3.0,35.0,17499.0,16.0,22.0,26.0,16.0,1.0,35 - 39 y.o.,4.VND 15m - VND 24.9m,24.0,0.0,2019
796284,3.0,2.0,46.0,8249.0,16.0,22.0,14.0,27.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,25.0,5.0,2019
798336,4.0,1.0,34.0,3749.0,16.0,22.0,10.0,3.0,0.0,30 - 34 y.o.,1.Under VND 4.5m,8.0,1.0,2019
805715,4.0,5.0,51.0,6999.0,16.0,22.0,12.0,16.0,1.0,45+ y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2019
809894,4.0,3.0,41.0,5499.0,16.0,22.0,11.0,16.0,0.0,40 - 44 y.o.,2.VND 4.5m - VND 8.9m,7.0,5.0,2019
811821,4.0,3.0,38.0,6999.0,16.0,22.0,13.0,16.0,1.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2019
812401,0.0,4.0,25.0,5499.0,16.0,22.0,13.0,16.0,1.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,0.0,2.0,2019
813203,4.0,2.0,56.0,3749.0,16.0,22.0,7.0,16.0,1.0,45+ y.o.,1.Under VND 4.5m,24.0,0.0,2019
813931,4.0,4.0,36.0,5499.0,16.0,22.0,12.0,16.0,0.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,23.0,0.0,2019
815992,3.0,3.0,55.0,10499.0,16.0,22.0,16.0,16.0,1.0,45+ y.o.,3.VND 9m - VND 14.9m,7.0,5.0,2019
818174,3.0,2.0,47.0,13499.0,16.0,22.0,20.0,16.0,0.0,45+ y.o.,3.VND 9m - VND 14.9m,8.0,1.0,2019
823097,4.0,3.0,50.0,6999.0,16.0,22.0,12.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,8.0,1.0,2019
827969,2.0,3.0,29.0,8249.0,16.0,22.0,16.0,16.0,1.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,7.0,5.0,2019
828677,2.0,3.0,31.0,8249.0,16.0,22.0,16.0,16.0,0.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,8.0,1.0,2019
828721,2.0,4.0,46.0,8249.0,16.0,22.0,14.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,8.0,1.0,2019
845497,2.0,4.0,47.0,10499.0,16.0,22.0,17.0,16.0,1.0,45+ y.o.,3.VND 9m - VND 14.9m,27.0,0.0,2019
852651,3.0,2.0,38.0,10499.0,16.0,22.0,17.0,16.0,1.0,35 - 39 y.o.,3.VND 9m - VND 14.9m,27.0,0.0,2019
360730,0.0,2.0,23.0,5499.0,21.0,22.0,13.0,16.0,0.0,20 - 24 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
360733,0.0,3.0,49.0,10499.0,21.0,22.0,16.0,16.0,1.0,45+ y.o.,3.VND 9m - VND 14.9m,15.0,6.0,2018
361519,0.0,4.0,39.0,5499.0,21.0,22.0,12.0,16.0,1.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
367187,5.0,3.0,52.0,10499.0,21.0,22.0,16.0,27.0,0.0,45+ y.o.,3.VND 9m - VND 14.9m,8.0,1.0,2018
367324,5.0,3.0,52.0,5499.0,21.0,22.0,10.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
370111,5.0,4.0,24.0,3749.0,21.0,22.0,11.0,27.0,1.0,20 - 24 y.o.,1.Under VND 4.5m,24.0,0.0,2018
371899,5.0,4.0,33.0,6999.0,21.0,22.0,14.0,16.0,1.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2018
374691,5.0,4.0,16.0,1499.0,21.0,22.0,10.0,7.0,1.0,16 - 19 y.o.,1.Under VND 4.5m,18.0,1.0,2018
375856,5.0,3.0,29.0,6999.0,21.0,22.0,14.0,10.0,1.0,25 - 29 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2018
376724,5.0,4.0,43.0,1499.0,21.0,22.0,7.0,16.0,0.0,40 - 44 y.o.,1.Under VND 4.5m,8.0,1.0,2018
379249,5.0,4.0,34.0,5499.0,21.0,22.0,12.0,7.0,0.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
380658,5.0,3.0,19.0,1499.0,21.0,22.0,9.0,1.0,1.0,16 - 19 y.o.,1.Under VND 4.5m,18.0,1.0,2018
382383,5.0,4.0,44.0,6999.0,21.0,22.0,13.0,16.0,1.0,40 - 44 y.o.,2.VND 4.5m - VND 8.9m,2.0,5.0,2018
382499,4.0,2.0,54.0,3749.0,21.0,22.0,8.0,16.0,0.0,45+ y.o.,1.Under VND 4.5m,25.0,5.0,2018
386664,5.0,2.0,20.0,1499.0,21.0,22.0,9.0,24.0,0.0,20 - 24 y.o.,1.Under VND 4.5m,8.0,1.0,2018
387055,4.0,4.0,35.0,8249.0,21.0,22.0,15.0,27.0,1.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2018
390246,5.0,4.0,56.0,6999.0,21.0,22.0,12.0,16.0,1.0,45+ y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2018
395037,1.0,2.0,43.0,3749.0,21.0,22.0,9.0,27.0,0.0,40 - 44 y.o.,1.Under VND 4.5m,8.0,1.0,2018
395038,1.0,3.0,50.0,5499.0,21.0,22.0,10.0,0.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,8.0,1.0,2018
411801,1.0,2.0,49.0,5499.0,21.0,22.0,10.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,25.0,5.0,2018
419504,2.0,3.0,58.0,3749.0,21.0,22.0,7.0,16.0,0.0,45+ y.o.,1.Under VND 4.5m,25.0,5.0,2018
420902,4.0,4.0,41.0,5499.0,21.0,22.0,12.0,16.0,1.0,40 - 44 y.o.,2.VND 4.5m - VND 8.9m,2.0,5.0,2018
421519,5.0,3.0,38.0,3749.0,21.0,22.0,10.0,7.0,1.0,35 - 39 y.o.,1.Under VND 4.5m,15.0,6.0,2018
421521,5.0,3.0,20.0,6999.0,21.0,22.0,15.0,24.0,1.0,20 - 24 y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2018
434006,4.0,4.0,40.0,5499.0,21.0,22.0,12.0,16.0,0.0,40 - 44 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
437231,1.0,2.0,48.0,10499.0,21.0,22.0,16.0,27.0,1.0,45+ y.o.,3.VND 9m - VND 14.9m,2.0,5.0,2018
437327,4.0,4.0,59.0,1499.0,21.0,22.0,5.0,16.0,1.0,45+ y.o.,1.Under VND 4.5m,20.0,1.0,2018
438401,4.0,2.0,60.0,5499.0,21.0,22.0,9.0,27.0,1.0,45+ y.o.,2.VND 4.5m - VND 8.9m,20.0,1.0,2018
439869,4.0,10.0,40.0,6999.0,21.0,22.0,15.0,12.0,1.0,40 - 44 y.o.,2.VND 4.5m - VND 8.9m,17.0,6.0,2018
439964,4.0,5.0,31.0,1499.0,21.0,22.0,8.0,12.0,0.0,30 - 34 y.o.,1.Under VND 4.5m,8.0,1.0,2018
440428,4.0,2.0,50.0,5499.0,21.0,22.0,10.0,16.0,0.0,45+ y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2018
441398,4.0,3.0,36.0,5499.0,21.0,22.0,12.0,16.0,0.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
441444,4.0,4.0,31.0,8249.0,21.0,22.0,16.0,27.0,1.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2018
441972,4.0,4.0,35.0,5499.0,21.0,22.0,12.0,16.0,0.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
443696,4.0,6.0,23.0,1499.0,21.0,22.0,9.0,12.0,1.0,20 - 24 y.o.,1.Under VND 4.5m,24.0,0.0,2018
445884,5.0,3.0,24.0,3749.0,21.0,22.0,11.0,24.0,1.0,20 - 24 y.o.,1.Under VND 4.5m,18.0,1.0,2018
446281,4.0,4.0,33.0,8249.0,21.0,22.0,16.0,12.0,1.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
447748,4.0,3.0,41.0,13499.0,21.0,22.0,21.0,16.0,1.0,40 - 44 y.o.,3.VND 9m - VND 14.9m,24.0,0.0,2018
448973,4.0,5.0,30.0,6999.0,21.0,22.0,15.0,12.0,1.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
449090,4.0,5.0,43.0,3749.0,21.0,22.0,10.0,16.0,1.0,40 - 44 y.o.,1.Under VND 4.5m,24.0,0.0,2018
449533,1.0,3.0,44.0,10499.0,21.0,22.0,17.0,27.0,1.0,40 - 44 y.o.,3.VND 9m - VND 14.9m,15.0,6.0,2018
449840,5.0,2.0,30.0,3749.0,21.0,22.0,10.0,7.0,0.0,30 - 34 y.o.,1.Under VND 4.5m,23.0,0.0,2018
450529,5.0,3.0,32.0,5499.0,21.0,22.0,12.0,7.0,1.0,30 - 34 y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2018
451484,5.0,4.0,41.0,5499.0,21.0,22.0,12.0,7.0,0.0,40 - 44 y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
451902,1.0,2.0,43.0,3749.0,21.0,22.0,9.0,16.0,0.0,40 - 44 y.o.,1.Under VND 4.5m,23.0,0.0,2018
451907,1.0,3.0,53.0,1499.0,21.0,22.0,5.0,16.0,0.0,45+ y.o.,1.Under VND 4.5m,8.0,1.0,2018
452268,5.0,3.0,29.0,3749.0,21.0,22.0,11.0,24.0,0.0,25 - 29 y.o.,1.Under VND 4.5m,11.0,6.0,2018
453725,5.0,2.0,50.0,8249.0,21.0,22.0,13.0,10.0,1.0,45+ y.o.,2.VND 4.5m - VND 8.9m,15.0,6.0,2018
454915,5.0,2.0,18.0,1499.0,21.0,22.0,9.0,7.0,1.0,16 - 19 y.o.,1.Under VND 4.5m,27.0,0.0,2018
455320,1.0,2.0,38.0,5499.0,21.0,22.0,11.0,0.0,0.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,23.0,0.0,2018
455573,1.0,2.0,48.0,5499.0,21.0,22.0,10.0,0.0,1.0,45+ y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
456138,5.0,1.0,46.0,8249.0,21.0,22.0,13.0,27.0,1.0,45+ y.o.,2.VND 4.5m - VND 8.9m,24.0,0.0,2018
456729,4.0,4.0,49.0,6999.0,21.0,22.0,12.0,16.0,1.0,45+ y.o.,2.VND 4.5m - VND 8.9m,27.0,0.0,2018
458164,1.0,2.0,58.0,1499.0,21.0,22.0,5.0,0.0,0.0,45+ y.o.,1.Under VND 4.5m,20.0,1.0,2018
458884,5.0,3.0,35.0,8249.0,21.0,22.0,15.0,24.0,0.0,35 - 39 y.o.,2.VND 4.5m - VND 8.9m,23.0,0.0,2018
459493,5.0,3.0,21.0,1499.0,21.0,22.0,9.0,14.0,0.0,20 - 24 y.o.,1.Under VND 4.5m,18.0,1.0,2018
