ID,Daypart,Visit#Daypart
783310,9 PM or later,4.0
784503,9 PM or later,4.0
786374,9 PM or later,4.0
790366,9 PM or later,4.0
790676,9 PM or later,4.0
792291,9 PM or later,4.0
798146,9 PM or later,4.0
800887,9 PM or later,4.0
808724,9 PM or later,4.0
809338,9 PM or later,4.0
810683,9 PM or later,4.0
813950,9 PM or later,4.0
814686,9 PM or later,4.0
814827,9 PM or later,4.0
816940,9 PM or later,4.0
819896,9 PM or later,4.0
821645,9 PM or later,4.0
822683,9 PM or later,4.0
823161,9 PM or later,4.0
823168,9 PM or later,4.0
824278,9 PM or later,4.0
830304,9 PM or later,4.0
831912,9 PM or later,4.0
836412,9 PM or later,4.0
837341,9 PM or later,4.0
838901,9 PM or later,4.0
841468,9 PM or later,4.0
842332,9 PM or later,4.0
842396,9 PM or later,4.0
120143,5 PM - before 9 PM,4.0
748029,5 PM - before 9 PM,4.0
103388,11 AM - before 2 PM,4.0
103542,11 AM - before 2 PM,4.0
108148,11 AM - before 2 PM,4.0
109236,11 AM - before 2 PM,4.0
123936,11 AM - before 2 PM,4.0
127378,11 AM - before 2 PM,4.0
134836,11 AM - before 2 PM,4.0
138112,11 AM - before 2 PM,4.0
138258,11 AM - before 2 PM,4.0
359151,11 AM - before 2 PM,4.0
361006,11 AM - before 2 PM,4.0
367769,11 AM - before 2 PM,4.0
369496,11 AM - before 2 PM,4.0
373375,11 AM - before 2 PM,4.0
389255,11 AM - before 2 PM,4.0
390225,11 AM - before 2 PM,4.0
394018,11 AM - before 2 PM,4.0
413818,11 AM - before 2 PM,4.0
414637,11 AM - before 2 PM,4.0
430586,11 AM - before 2 PM,4.0
431832,11 AM - before 2 PM,4.0
434032,11 AM - before 2 PM,4.0
455927,11 AM - before 2 PM,4.0
749526,11 AM - before 2 PM,4.0
758148,11 AM - before 2 PM,4.0
776835,11 AM - before 2 PM,4.0
811382,11 AM - before 2 PM,4.0
813495,11 AM - before 2 PM,4.0
814750,11 AM - before 2 PM,4.0
817723,11 AM - before 2 PM,4.0
820155,11 AM - before 2 PM,4.0
823374,11 AM - before 2 PM,4.0
827650,11 AM - before 2 PM,4.0
828940,11 AM - before 2 PM,4.0
834875,11 AM - before 2 PM,4.0
835005,11 AM - before 2 PM,4.0
840242,11 AM - before 2 PM,4.0
844644,11 AM - before 2 PM,4.0
845854,11 AM - before 2 PM,4.0
846916,11 AM - before 2 PM,4.0
102987,11 AM - before 2 PM,4.0
106657,11 AM - before 2 PM,4.0
120946,11 AM - before 2 PM,4.0
121143,11 AM - before 2 PM,4.0
121546,11 AM - before 2 PM,4.0
121592,11 AM - before 2 PM,4.0
133928,11 AM - before 2 PM,4.0
135035,11 AM - before 2 PM,4.0
135075,11 AM - before 2 PM,4.0
136436,11 AM - before 2 PM,4.0
138529,11 AM - before 2 PM,4.0
138608,11 AM - before 2 PM,4.0
138615,11 AM - before 2 PM,4.0
138693,11 AM - before 2 PM,4.0
138753,11 AM - before 2 PM,4.0
138907,11 AM - before 2 PM,4.0
139914,11 AM - before 2 PM,4.0
139916,11 AM - before 2 PM,4.0
140103,11 AM - before 2 PM,4.0
140343,11 AM - before 2 PM,4.0
140346,11 AM - before 2 PM,4.0
140349,11 AM - before 2 PM,4.0
140353,11 AM - before 2 PM,4.0
140355,11 AM - before 2 PM,4.0
140483,11 AM - before 2 PM,4.0
140690,11 AM - before 2 PM,4.0
140692,11 AM - before 2 PM,4.0
140698,11 AM - before 2 PM,4.0
140700,11 AM - before 2 PM,4.0
140732,11 AM - before 2 PM,4.0
359946,11 AM - before 2 PM,4.0
359985,11 AM - before 2 PM,4.0
382211,11 AM - before 2 PM,4.0
382212,11 AM - before 2 PM,4.0
382222,11 AM - before 2 PM,4.0
382412,11 AM - before 2 PM,4.0
399829,11 AM - before 2 PM,4.0
399830,11 AM - before 2 PM,4.0
437252,11 AM - before 2 PM,4.0
437911,11 AM - before 2 PM,4.0
438998,11 AM - before 2 PM,4.0
441963,11 AM - before 2 PM,4.0
443565,11 AM - before 2 PM,4.0
443735,11 AM - before 2 PM,4.0
445982,11 AM - before 2 PM,4.0
446563,11 AM - before 2 PM,4.0
447720,11 AM - before 2 PM,4.0
448994,11 AM - before 2 PM,4.0
449038,11 AM - before 2 PM,4.0
452375,11 AM - before 2 PM,4.0
452437,11 AM - before 2 PM,4.0
455061,11 AM - before 2 PM,4.0
456562,11 AM - before 2 PM,4.0
460180,11 AM - before 2 PM,4.0
460194,11 AM - before 2 PM,4.0
733952,11 AM - before 2 PM,4.0
747134,11 AM - before 2 PM,4.0
749176,11 AM - before 2 PM,4.0
782431,11 AM - before 2 PM,4.0
783867,11 AM - before 2 PM,4.0
790234,11 AM - before 2 PM,4.0
792922,11 AM - before 2 PM,4.0
795482,11 AM - before 2 PM,4.0
796259,11 AM - before 2 PM,4.0
797515,11 AM - before 2 PM,4.0
799979,11 AM - before 2 PM,4.0
802582,11 AM - before 2 PM,4.0
803504,11 AM - before 2 PM,4.0
807611,11 AM - before 2 PM,4.0
808659,11 AM - before 2 PM,4.0
808795,11 AM - before 2 PM,4.0
810614,11 AM - before 2 PM,4.0
810738,11 AM - before 2 PM,4.0
811577,11 AM - before 2 PM,4.0
813467,11 AM - before 2 PM,4.0
817899,11 AM - before 2 PM,4.0
818269,11 AM - before 2 PM,4.0
819429,11 AM - before 2 PM,4.0
819850,11 AM - before 2 PM,4.0
819966,11 AM - before 2 PM,4.0
822520,11 AM - before 2 PM,4.0
824576,11 AM - before 2 PM,4.0
826175,11 AM - before 2 PM,4.0
831840,11 AM - before 2 PM,4.0
832228,11 AM - before 2 PM,4.0
90424,11 AM - before 2 PM,4.0
91140,11 AM - before 2 PM,4.0
92022,11 AM - before 2 PM,4.0
94226,11 AM - before 2 PM,4.0
94803,11 AM - before 2 PM,4.0
103003,11 AM - before 2 PM,4.0
107623,11 AM - before 2 PM,4.0
108891,11 AM - before 2 PM,4.0
108893,11 AM - before 2 PM,4.0
109545,11 AM - before 2 PM,4.0
109919,11 AM - before 2 PM,4.0
110392,11 AM - before 2 PM,4.0
110406,11 AM - before 2 PM,4.0
112044,11 AM - before 2 PM,4.0
112175,11 AM - before 2 PM,4.0
112176,11 AM - before 2 PM,4.0
112179,11 AM - before 2 PM,4.0
112181,11 AM - before 2 PM,4.0
117796,11 AM - before 2 PM,4.0
121228,11 AM - before 2 PM,4.0
123415,11 AM - before 2 PM,4.0
130957,11 AM - before 2 PM,4.0
132627,11 AM - before 2 PM,4.0
132958,11 AM - before 2 PM,4.0
134425,11 AM - before 2 PM,4.0
134988,11 AM - before 2 PM,4.0
135094,11 AM - before 2 PM,4.0
135174,11 AM - before 2 PM,4.0
137957,11 AM - before 2 PM,4.0
138310,11 AM - before 2 PM,4.0
138314,11 AM - before 2 PM,4.0
138601,11 AM - before 2 PM,4.0
138716,11 AM - before 2 PM,4.0
138873,11 AM - before 2 PM,4.0
139056,11 AM - before 2 PM,4.0
349764,11 AM - before 2 PM,4.0
353154,11 AM - before 2 PM,4.0
367361,11 AM - before 2 PM,4.0
368449,11 AM - before 2 PM,4.0
369137,11 AM - before 2 PM,4.0
370873,11 AM - before 2 PM,4.0
379371,11 AM - before 2 PM,4.0
383556,11 AM - before 2 PM,4.0
398192,11 AM - before 2 PM,4.0
399479,11 AM - before 2 PM,4.0
422952,11 AM - before 2 PM,4.0
439782,11 AM - before 2 PM,4.0
439861,11 AM - before 2 PM,4.0
446184,11 AM - before 2 PM,4.0
447506,11 AM - before 2 PM,4.0
448613,11 AM - before 2 PM,4.0
451624,11 AM - before 2 PM,4.0
451843,11 AM - before 2 PM,4.0
452079,11 AM - before 2 PM,4.0
454037,11 AM - before 2 PM,4.0
455337,11 AM - before 2 PM,4.0
456260,11 AM - before 2 PM,4.0
457023,11 AM - before 2 PM,4.0
459712,11 AM - before 2 PM,4.0
459884,11 AM - before 2 PM,4.0
737583,11 AM - before 2 PM,4.0
742419,11 AM - before 2 PM,4.0
749194,11 AM - before 2 PM,4.0
749495,11 AM - before 2 PM,4.0
750852,11 AM - before 2 PM,4.0
794157,11 AM - before 2 PM,4.0
796357,11 AM - before 2 PM,4.0
797759,11 AM - before 2 PM,4.0
803560,11 AM - before 2 PM,4.0
805096,11 AM - before 2 PM,4.0
805710,11 AM - before 2 PM,4.0
806233,11 AM - before 2 PM,4.0
812042,11 AM - before 2 PM,4.0
817486,11 AM - before 2 PM,4.0
818186,11 AM - before 2 PM,4.0
819897,11 AM - before 2 PM,4.0
824203,11 AM - before 2 PM,4.0
824305,11 AM - before 2 PM,4.0
826181,11 AM - before 2 PM,4.0
828394,11 AM - before 2 PM,4.0
828730,11 AM - before 2 PM,4.0
829633,11 AM - before 2 PM,4.0
829990,11 AM - before 2 PM,4.0
836457,11 AM - before 2 PM,4.0
837278,11 AM - before 2 PM,4.0
837715,11 AM - before 2 PM,4.0
838170,11 AM - before 2 PM,4.0
842632,11 AM - before 2 PM,4.0
844441,11 AM - before 2 PM,4.0
856188,11 AM - before 2 PM,4.0
857426,11 AM - before 2 PM,4.0
89102,2 PM - before 5 PM,4.0
91770,2 PM - before 5 PM,4.0
92079,2 PM - before 5 PM,4.0
92316,2 PM - before 5 PM,4.0
92815,2 PM - before 5 PM,4.0
93186,2 PM - before 5 PM,4.0
95911,2 PM - before 5 PM,4.0
109545,2 PM - before 5 PM,4.0
120125,2 PM - before 5 PM,4.0
122704,2 PM - before 5 PM,4.0
123913,2 PM - before 5 PM,4.0
124202,2 PM - before 5 PM,4.0
124735,2 PM - before 5 PM,4.0
124745,2 PM - before 5 PM,4.0
124840,2 PM - before 5 PM,4.0
132627,2 PM - before 5 PM,4.0
134352,2 PM - before 5 PM,4.0
134353,2 PM - before 5 PM,4.0
134538,2 PM - before 5 PM,4.0
134908,2 PM - before 5 PM,4.0
137870,2 PM - before 5 PM,4.0
138381,2 PM - before 5 PM,4.0
138600,2 PM - before 5 PM,4.0
138601,2 PM - before 5 PM,4.0
138760,2 PM - before 5 PM,4.0
138994,2 PM - before 5 PM,4.0
139007,2 PM - before 5 PM,4.0
139144,2 PM - before 5 PM,4.0
140771,2 PM - before 5 PM,4.0
140862,2 PM - before 5 PM,4.0
367222,2 PM - before 5 PM,4.0
367354,2 PM - before 5 PM,4.0
369140,2 PM - before 5 PM,4.0
371502,2 PM - before 5 PM,4.0
371763,2 PM - before 5 PM,4.0
383551,2 PM - before 5 PM,4.0
386291,2 PM - before 5 PM,4.0
386293,2 PM - before 5 PM,4.0
398192,2 PM - before 5 PM,4.0
402760,2 PM - before 5 PM,4.0
406323,2 PM - before 5 PM,4.0
406408,2 PM - before 5 PM,4.0
406795,2 PM - before 5 PM,4.0
422008,2 PM - before 5 PM,4.0
437796,2 PM - before 5 PM,4.0
439439,2 PM - before 5 PM,4.0
439899,2 PM - before 5 PM,4.0
441073,2 PM - before 5 PM,4.0
442569,2 PM - before 5 PM,4.0
448613,2 PM - before 5 PM,4.0
449469,2 PM - before 5 PM,4.0
451843,2 PM - before 5 PM,4.0
454102,2 PM - before 5 PM,4.0
457304,2 PM - before 5 PM,4.0
458249,2 PM - before 5 PM,4.0
460164,2 PM - before 5 PM,4.0
734867,2 PM - before 5 PM,4.0
736248,2 PM - before 5 PM,4.0
742629,2 PM - before 5 PM,4.0
743670,2 PM - before 5 PM,4.0
743762,2 PM - before 5 PM,4.0
747636,2 PM - before 5 PM,4.0
750415,2 PM - before 5 PM,4.0
783034,2 PM - before 5 PM,4.0
788783,2 PM - before 5 PM,4.0
790515,2 PM - before 5 PM,4.0
800589,2 PM - before 5 PM,4.0
803560,2 PM - before 5 PM,4.0
805710,2 PM - before 5 PM,4.0
806053,2 PM - before 5 PM,4.0
806060,2 PM - before 5 PM,4.0
806233,2 PM - before 5 PM,4.0
807670,2 PM - before 5 PM,4.0
812886,2 PM - before 5 PM,4.0
813684,2 PM - before 5 PM,4.0
816452,2 PM - before 5 PM,4.0
816592,2 PM - before 5 PM,4.0
820222,2 PM - before 5 PM,4.0
824305,2 PM - before 5 PM,4.0
826181,2 PM - before 5 PM,4.0
826386,2 PM - before 5 PM,4.0
826553,2 PM - before 5 PM,4.0
828730,2 PM - before 5 PM,4.0
829983,2 PM - before 5 PM,4.0
829990,2 PM - before 5 PM,4.0
830301,2 PM - before 5 PM,4.0
833328,2 PM - before 5 PM,4.0
833873,2 PM - before 5 PM,4.0
837224,2 PM - before 5 PM,4.0
837323,2 PM - before 5 PM,4.0
839992,2 PM - before 5 PM,4.0
840198,2 PM - before 5 PM,4.0
842068,2 PM - before 5 PM,4.0
845142,2 PM - before 5 PM,4.0
98282,2 PM - before 5 PM,4.0
100664,2 PM - before 5 PM,4.0
102023,2 PM - before 5 PM,4.0
109135,2 PM - before 5 PM,4.0
109196,2 PM - before 5 PM,4.0
111431,2 PM - before 5 PM,4.0
111605,2 PM - before 5 PM,4.0
112338,2 PM - before 5 PM,4.0
112538,2 PM - before 5 PM,4.0
115986,2 PM - before 5 PM,4.0
116007,2 PM - before 5 PM,4.0
117732,2 PM - before 5 PM,4.0
118282,2 PM - before 5 PM,4.0
123780,2 PM - before 5 PM,4.0
125745,2 PM - before 5 PM,4.0
125746,2 PM - before 5 PM,4.0
125903,2 PM - before 5 PM,4.0
126470,2 PM - before 5 PM,4.0
127317,2 PM - before 5 PM,4.0
132941,2 PM - before 5 PM,4.0
133246,2 PM - before 5 PM,4.0
133446,2 PM - before 5 PM,4.0
133613,2 PM - before 5 PM,4.0
133995,2 PM - before 5 PM,4.0
133996,2 PM - before 5 PM,4.0
133998,2 PM - before 5 PM,4.0
134109,2 PM - before 5 PM,4.0
134344,2 PM - before 5 PM,4.0
134347,2 PM - before 5 PM,4.0
137856,2 PM - before 5 PM,4.0
138187,2 PM - before 5 PM,4.0
138493,2 PM - before 5 PM,4.0
138540,2 PM - before 5 PM,4.0
139098,2 PM - before 5 PM,4.0
346925,2 PM - before 5 PM,4.0
359144,2 PM - before 5 PM,4.0
359151,2 PM - before 5 PM,4.0
359492,2 PM - before 5 PM,4.0
361212,2 PM - before 5 PM,4.0
374078,2 PM - before 5 PM,4.0
376693,2 PM - before 5 PM,4.0
380570,2 PM - before 5 PM,4.0
383647,2 PM - before 5 PM,4.0
385886,2 PM - before 5 PM,4.0
387932,2 PM - before 5 PM,4.0
392628,2 PM - before 5 PM,4.0
392838,2 PM - before 5 PM,4.0
394581,2 PM - before 5 PM,4.0
408952,2 PM - before 5 PM,4.0
411818,2 PM - before 5 PM,4.0
411899,2 PM - before 5 PM,4.0
412203,2 PM - before 5 PM,4.0
416163,2 PM - before 5 PM,4.0
416167,2 PM - before 5 PM,4.0
416187,2 PM - before 5 PM,4.0
416190,2 PM - before 5 PM,4.0
416193,2 PM - before 5 PM,4.0
416197,2 PM - before 5 PM,4.0
417351,2 PM - before 5 PM,4.0
420656,2 PM - before 5 PM,4.0
432169,2 PM - before 5 PM,4.0
435593,2 PM - before 5 PM,4.0
437270,2 PM - before 5 PM,4.0
437271,2 PM - before 5 PM,4.0
440806,2 PM - before 5 PM,4.0
445303,2 PM - before 5 PM,4.0
447989,2 PM - before 5 PM,4.0
449259,2 PM - before 5 PM,4.0
449993,2 PM - before 5 PM,4.0
450152,2 PM - before 5 PM,4.0
450427,2 PM - before 5 PM,4.0
454310,2 PM - before 5 PM,4.0
737800,2 PM - before 5 PM,4.0
743362,2 PM - before 5 PM,4.0
749526,2 PM - before 5 PM,4.0
758148,2 PM - before 5 PM,4.0
779860,2 PM - before 5 PM,4.0
780788,2 PM - before 5 PM,4.0
798590,2 PM - before 5 PM,4.0
800069,2 PM - before 5 PM,4.0
802746,2 PM - before 5 PM,4.0
806122,2 PM - before 5 PM,4.0
806271,2 PM - before 5 PM,4.0
808724,2 PM - before 5 PM,4.0
809004,2 PM - before 5 PM,4.0
809365,2 PM - before 5 PM,4.0
810683,2 PM - before 5 PM,4.0
814045,2 PM - before 5 PM,4.0
814183,2 PM - before 5 PM,4.0
814673,2 PM - before 5 PM,4.0
815603,2 PM - before 5 PM,4.0
816627,2 PM - before 5 PM,4.0
818075,2 PM - before 5 PM,4.0
818284,2 PM - before 5 PM,4.0
820149,2 PM - before 5 PM,4.0
822078,2 PM - before 5 PM,4.0
823899,2 PM - before 5 PM,4.0
825060,2 PM - before 5 PM,4.0
825228,2 PM - before 5 PM,4.0
827428,2 PM - before 5 PM,4.0
827491,2 PM - before 5 PM,4.0
836059,2 PM - before 5 PM,4.0
836139,2 PM - before 5 PM,4.0
840188,2 PM - before 5 PM,4.0
844514,2 PM - before 5 PM,4.0
844644,2 PM - before 5 PM,4.0
845916,2 PM - before 5 PM,4.0
846057,2 PM - before 5 PM,4.0
846865,2 PM - before 5 PM,4.0
846916,2 PM - before 5 PM,4.0
847066,2 PM - before 5 PM,4.0
97476,2 PM - before 5 PM,4.0
97516,2 PM - before 5 PM,4.0
100512,2 PM - before 5 PM,4.0
106575,2 PM - before 5 PM,4.0
106578,2 PM - before 5 PM,4.0
108152,2 PM - before 5 PM,4.0
109229,2 PM - before 5 PM,4.0
118021,2 PM - before 5 PM,4.0
120132,2 PM - before 5 PM,4.0
133928,2 PM - before 5 PM,4.0
134934,2 PM - before 5 PM,4.0
135368,2 PM - before 5 PM,4.0
135371,2 PM - before 5 PM,4.0
135373,2 PM - before 5 PM,4.0
135375,2 PM - before 5 PM,4.0
138422,2 PM - before 5 PM,4.0
138507,2 PM - before 5 PM,4.0
138529,2 PM - before 5 PM,4.0
138581,2 PM - before 5 PM,4.0
138750,2 PM - before 5 PM,4.0
138753,2 PM - before 5 PM,4.0
138827,2 PM - before 5 PM,4.0
138838,2 PM - before 5 PM,4.0
138882,2 PM - before 5 PM,4.0
138913,2 PM - before 5 PM,4.0
139914,2 PM - before 5 PM,4.0
139961,2 PM - before 5 PM,4.0
140227,2 PM - before 5 PM,4.0
140329,2 PM - before 5 PM,4.0
140582,2 PM - before 5 PM,4.0
140686,2 PM - before 5 PM,4.0
140745,2 PM - before 5 PM,4.0
141285,2 PM - before 5 PM,4.0
362412,2 PM - before 5 PM,4.0
410856,2 PM - before 5 PM,4.0
411354,2 PM - before 5 PM,4.0
430168,2 PM - before 5 PM,4.0
431620,2 PM - before 5 PM,4.0
431631,2 PM - before 5 PM,4.0
432539,2 PM - before 5 PM,4.0
432542,2 PM - before 5 PM,4.0
432543,2 PM - before 5 PM,4.0
440577,2 PM - before 5 PM,4.0
441914,2 PM - before 5 PM,4.0
441919,2 PM - before 5 PM,4.0
442835,2 PM - before 5 PM,4.0
446094,2 PM - before 5 PM,4.0
446181,2 PM - before 5 PM,4.0
446301,2 PM - before 5 PM,4.0
446305,2 PM - before 5 PM,4.0
447736,2 PM - before 5 PM,4.0
448161,2 PM - before 5 PM,4.0
451332,2 PM - before 5 PM,4.0
451939,2 PM - before 5 PM,4.0
452098,2 PM - before 5 PM,4.0
452356,2 PM - before 5 PM,4.0
454854,2 PM - before 5 PM,4.0
731084,2 PM - before 5 PM,4.0
731148,2 PM - before 5 PM,4.0
733985,2 PM - before 5 PM,4.0
736777,2 PM - before 5 PM,4.0
737758,2 PM - before 5 PM,4.0
748086,2 PM - before 5 PM,4.0
758753,2 PM - before 5 PM,4.0
786870,2 PM - before 5 PM,4.0
790624,2 PM - before 5 PM,4.0
792291,2 PM - before 5 PM,4.0
792860,2 PM - before 5 PM,4.0
792924,2 PM - before 5 PM,4.0
795238,2 PM - before 5 PM,4.0
795282,2 PM - before 5 PM,4.0
797241,2 PM - before 5 PM,4.0
799979,2 PM - before 5 PM,4.0
800113,2 PM - before 5 PM,4.0
800712,2 PM - before 5 PM,4.0
803628,2 PM - before 5 PM,4.0
803701,2 PM - before 5 PM,4.0
806375,2 PM - before 5 PM,4.0
807693,2 PM - before 5 PM,4.0
808794,2 PM - before 5 PM,4.0
808964,2 PM - before 5 PM,4.0
809819,2 PM - before 5 PM,4.0
809912,2 PM - before 5 PM,4.0
809928,2 PM - before 5 PM,4.0
809946,2 PM - before 5 PM,4.0
810313,2 PM - before 5 PM,4.0
810614,2 PM - before 5 PM,4.0
811278,2 PM - before 5 PM,4.0
811583,2 PM - before 5 PM,4.0
813645,2 PM - before 5 PM,4.0
816940,2 PM - before 5 PM,4.0
819896,2 PM - before 5 PM,4.0
819966,2 PM - before 5 PM,4.0
820349,2 PM - before 5 PM,4.0
821747,2 PM - before 5 PM,4.0
822366,2 PM - before 5 PM,4.0
823525,2 PM - before 5 PM,4.0
824229,2 PM - before 5 PM,4.0
825313,2 PM - before 5 PM,4.0
826702,2 PM - before 5 PM,4.0
828500,2 PM - before 5 PM,4.0
830876,2 PM - before 5 PM,4.0
833234,2 PM - before 5 PM,4.0
97485,9 AM - before 11 AM,4.0
102963,9 AM - before 11 AM,4.0
102965,9 AM - before 11 AM,4.0
102987,9 AM - before 11 AM,4.0
106656,9 AM - before 11 AM,4.0
108981,9 AM - before 11 AM,4.0
109199,9 AM - before 11 AM,4.0
109229,9 AM - before 11 AM,4.0
118022,9 AM - before 11 AM,4.0
119548,9 AM - before 11 AM,4.0
121143,9 AM - before 11 AM,4.0
121619,9 AM - before 11 AM,4.0
121627,9 AM - before 11 AM,4.0
121632,9 AM - before 11 AM,4.0
121687,9 AM - before 11 AM,4.0
123898,9 AM - before 11 AM,4.0
133928,9 AM - before 11 AM,4.0
134957,9 AM - before 11 AM,4.0
134967,9 AM - before 11 AM,4.0
135375,9 AM - before 11 AM,4.0
138422,9 AM - before 11 AM,4.0
138507,9 AM - before 11 AM,4.0
138511,9 AM - before 11 AM,4.0
138605,9 AM - before 11 AM,4.0
138609,9 AM - before 11 AM,4.0
138610,9 AM - before 11 AM,4.0
138616,9 AM - before 11 AM,4.0
138618,9 AM - before 11 AM,4.0
138619,9 AM - before 11 AM,4.0
138628,9 AM - before 11 AM,4.0
138689,9 AM - before 11 AM,4.0
138690,9 AM - before 11 AM,4.0
138692,9 AM - before 11 AM,4.0
138719,9 AM - before 11 AM,4.0
138721,9 AM - before 11 AM,4.0
138841,9 AM - before 11 AM,4.0
138883,9 AM - before 11 AM,4.0
139037,9 AM - before 11 AM,4.0
139781,9 AM - before 11 AM,4.0
139784,9 AM - before 11 AM,4.0
139914,9 AM - before 11 AM,4.0
140312,9 AM - before 11 AM,4.0
140333,9 AM - before 11 AM,4.0
140688,9 AM - before 11 AM,4.0
140696,9 AM - before 11 AM,4.0
141272,9 AM - before 11 AM,4.0
141290,9 AM - before 11 AM,4.0
141291,9 AM - before 11 AM,4.0
357530,9 AM - before 11 AM,4.0
362165,9 AM - before 11 AM,4.0
363813,9 AM - before 11 AM,4.0
372096,9 AM - before 11 AM,4.0
381464,9 AM - before 11 AM,4.0
381466,9 AM - before 11 AM,4.0
381469,9 AM - before 11 AM,4.0
382574,9 AM - before 11 AM,4.0
382577,9 AM - before 11 AM,4.0
388338,9 AM - before 11 AM,4.0
393048,9 AM - before 11 AM,4.0
399747,9 AM - before 11 AM,4.0
431623,9 AM - before 11 AM,4.0
431624,9 AM - before 11 AM,4.0
431628,9 AM - before 11 AM,4.0
431630,9 AM - before 11 AM,4.0
432538,9 AM - before 11 AM,4.0
433700,9 AM - before 11 AM,4.0
434793,9 AM - before 11 AM,4.0
437240,9 AM - before 11 AM,4.0
438996,9 AM - before 11 AM,4.0
440577,9 AM - before 11 AM,4.0
444672,9 AM - before 11 AM,4.0
444729,9 AM - before 11 AM,4.0
448243,9 AM - before 11 AM,4.0
448587,9 AM - before 11 AM,4.0
449830,9 AM - before 11 AM,4.0
450970,9 AM - before 11 AM,4.0
452009,9 AM - before 11 AM,4.0
453994,9 AM - before 11 AM,4.0
454969,9 AM - before 11 AM,4.0
457128,9 AM - before 11 AM,4.0
459676,9 AM - before 11 AM,4.0
459780,9 AM - before 11 AM,4.0
459933,9 AM - before 11 AM,4.0
725118,9 AM - before 11 AM,4.0
729081,9 AM - before 11 AM,4.0
731273,9 AM - before 11 AM,4.0
733574,9 AM - before 11 AM,4.0
736777,9 AM - before 11 AM,4.0
744554,9 AM - before 11 AM,4.0
758618,9 AM - before 11 AM,4.0
779863,9 AM - before 11 AM,4.0
781095,9 AM - before 11 AM,4.0
782267,9 AM - before 11 AM,4.0
783344,9 AM - before 11 AM,4.0
784332,9 AM - before 11 AM,4.0
784503,9 AM - before 11 AM,4.0
787910,9 AM - before 11 AM,4.0
789295,9 AM - before 11 AM,4.0
790187,9 AM - before 11 AM,4.0
791962,9 AM - before 11 AM,4.0
794784,9 AM - before 11 AM,4.0
795193,9 AM - before 11 AM,4.0
798046,9 AM - before 11 AM,4.0
799614,9 AM - before 11 AM,4.0
800890,9 AM - before 11 AM,4.0
801230,9 AM - before 11 AM,4.0
805234,9 AM - before 11 AM,4.0
806868,9 AM - before 11 AM,4.0
809168,9 AM - before 11 AM,4.0
809928,9 AM - before 11 AM,4.0
810088,9 AM - before 11 AM,4.0
810790,9 AM - before 11 AM,4.0
811683,9 AM - before 11 AM,4.0
814005,9 AM - before 11 AM,4.0
815639,9 AM - before 11 AM,4.0
816317,9 AM - before 11 AM,4.0
817559,9 AM - before 11 AM,4.0
817993,9 AM - before 11 AM,4.0
818013,9 AM - before 11 AM,4.0
818238,9 AM - before 11 AM,4.0
818355,9 AM - before 11 AM,4.0
819927,9 AM - before 11 AM,4.0
821748,9 AM - before 11 AM,4.0
821899,9 AM - before 11 AM,4.0
824024,9 AM - before 11 AM,4.0
828245,9 AM - before 11 AM,4.0
828499,9 AM - before 11 AM,4.0
828866,9 AM - before 11 AM,4.0
831007,9 AM - before 11 AM,4.0
831372,9 AM - before 11 AM,4.0
831707,9 AM - before 11 AM,4.0
832864,9 AM - before 11 AM,4.0
110391,9 AM - before 11 AM,4.0
111443,9 AM - before 11 AM,4.0
111450,9 AM - before 11 AM,4.0
111451,9 AM - before 11 AM,4.0
112338,9 AM - before 11 AM,4.0
112342,9 AM - before 11 AM,4.0
112346,9 AM - before 11 AM,4.0
112525,9 AM - before 11 AM,4.0
112564,9 AM - before 11 AM,4.0
112566,9 AM - before 11 AM,4.0
112589,9 AM - before 11 AM,4.0
113110,9 AM - before 11 AM,4.0
114472,9 AM - before 11 AM,4.0
118215,9 AM - before 11 AM,4.0
118283,9 AM - before 11 AM,4.0
120065,9 AM - before 11 AM,4.0
123637,9 AM - before 11 AM,4.0
125747,9 AM - before 11 AM,4.0
131593,9 AM - before 11 AM,4.0
132798,9 AM - before 11 AM,4.0
133520,9 AM - before 11 AM,4.0
133564,9 AM - before 11 AM,4.0
133771,9 AM - before 11 AM,4.0
134332,9 AM - before 11 AM,4.0
134346,9 AM - before 11 AM,4.0
134348,9 AM - before 11 AM,4.0
134364,9 AM - before 11 AM,4.0
134371,9 AM - before 11 AM,4.0
134375,9 AM - before 11 AM,4.0
135185,9 AM - before 11 AM,4.0
135281,9 AM - before 11 AM,4.0
136346,9 AM - before 11 AM,4.0
138562,9 AM - before 11 AM,4.0
372415,9 AM - before 11 AM,4.0
386271,9 AM - before 11 AM,4.0
387721,9 AM - before 11 AM,4.0
390224,9 AM - before 11 AM,4.0
392041,9 AM - before 11 AM,4.0
398461,9 AM - before 11 AM,4.0
399951,9 AM - before 11 AM,4.0
400169,9 AM - before 11 AM,4.0
445305,9 AM - before 11 AM,4.0
445307,9 AM - before 11 AM,4.0
742977,9 AM - before 11 AM,4.0
756858,9 AM - before 11 AM,4.0
757873,9 AM - before 11 AM,4.0
764618,9 AM - before 11 AM,4.0
768329,9 AM - before 11 AM,4.0
768577,9 AM - before 11 AM,4.0
769062,9 AM - before 11 AM,4.0
769578,9 AM - before 11 AM,4.0
780427,9 AM - before 11 AM,4.0
781444,9 AM - before 11 AM,4.0
781679,9 AM - before 11 AM,4.0
786237,9 AM - before 11 AM,4.0
790010,9 AM - before 11 AM,4.0
