ID,Dayofweek,Visit#Dayofweek,Weekday#end
737100,Thursday,4.0,Weekdays
738196,Thursday,4.0,Weekdays
742389,Thursday,4.0,Weekdays
742784,Thursday,4.0,Weekdays
743355,Thursday,4.0,Weekdays
744036,Thursday,4.0,Weekdays
744137,Thursday,4.0,Weekdays
745541,Thursday,4.0,Weekdays
747983,Thursday,4.0,Weekdays
748373,Thursday,4.0,Weekdays
748578,Thursday,4.0,Weekdays
752198,Thursday,4.0,Weekdays
753604,Thursday,4.0,Weekdays
755205,Thursday,4.0,Weekdays
755951,Thursday,4.0,Weekdays
758164,Thursday,4.0,Weekdays
768033,Thursday,4.0,Weekdays
768461,Thursday,4.0,Weekdays
776783,Thursday,4.0,Weekdays
777775,Thursday,4.0,Weekdays
778066,Thursday,4.0,Weekdays
780575,Thursday,4.0,Weekdays
783116,Thursday,4.0,Weekdays
783122,Thursday,4.0,Weekdays
783226,Thursday,4.0,Weekdays
784325,Thursday,4.0,Weekdays
789161,Thursday,4.0,Weekdays
797255,Thursday,4.0,Weekdays
797386,Thursday,4.0,Weekdays
797611,Thursday,4.0,Weekdays
798071,Thursday,4.0,Weekdays
798556,Thursday,4.0,Weekdays
798916,Thursday,4.0,Weekdays
799596,Thursday,4.0,Weekdays
800183,Thursday,4.0,Weekdays
800668,Thursday,4.0,Weekdays
801072,Thursday,4.0,Weekdays
801199,Thursday,4.0,Weekdays
802026,Thursday,4.0,Weekdays
802177,Thursday,4.0,Weekdays
802650,Thursday,4.0,Weekdays
802915,Thursday,4.0,Weekdays
802997,Thursday,4.0,Weekdays
804016,Thursday,4.0,Weekdays
805716,Thursday,4.0,Weekdays
806474,Thursday,4.0,Weekdays
808227,Thursday,4.0,Weekdays
814096,Thursday,4.0,Weekdays
815623,Thursday,4.0,Weekdays
816151,Thursday,4.0,Weekdays
817031,Thursday,4.0,Weekdays
817057,Thursday,4.0,Weekdays
817426,Thursday,4.0,Weekdays
817550,Thursday,4.0,Weekdays
817588,Thursday,4.0,Weekdays
818018,Thursday,4.0,Weekdays
818161,Thursday,4.0,Weekdays
818335,Thursday,4.0,Weekdays
819843,Thursday,4.0,Weekdays
823213,Thursday,4.0,Weekdays
824575,Thursday,4.0,Weekdays
825054,Thursday,4.0,Weekdays
825073,Thursday,4.0,Weekdays
825159,Thursday,4.0,Weekdays
825226,Thursday,4.0,Weekdays
825315,Thursday,4.0,Weekdays
825370,Thursday,4.0,Weekdays
826350,Thursday,4.0,Weekdays
826501,Thursday,4.0,Weekdays
828035,Thursday,4.0,Weekdays
829606,Thursday,4.0,Weekdays
829630,Thursday,4.0,Weekdays
830043,Thursday,4.0,Weekdays
835855,Thursday,4.0,Weekdays
837730,Thursday,4.0,Weekdays
837788,Thursday,4.0,Weekdays
837831,Thursday,4.0,Weekdays
839918,Thursday,4.0,Weekdays
841427,Thursday,4.0,Weekdays
851829,Thursday,4.0,Weekdays
853017,Thursday,4.0,Weekdays
855187,Thursday,4.0,Weekdays
857243,Thursday,4.0,Weekdays
857563,Thursday,4.0,Weekdays
729880,Monday,4.0,Weekdays
730883,Monday,4.0,Weekdays
737100,Monday,4.0,Weekdays
738196,Monday,4.0,Weekdays
742389,Monday,4.0,Weekdays
742784,Monday,4.0,Weekdays
743355,Monday,4.0,Weekdays
744036,Monday,4.0,Weekdays
745541,Monday,4.0,Weekdays
749526,Monday,4.0,Weekdays
752198,Monday,4.0,Weekdays
753287,Monday,4.0,Weekdays
758148,Monday,4.0,Weekdays
758164,Monday,4.0,Weekdays
768033,Monday,4.0,Weekdays
768461,Monday,4.0,Weekdays
776783,Monday,4.0,Weekdays
777775,Monday,4.0,Weekdays
778066,Monday,4.0,Weekdays
780575,Monday,4.0,Weekdays
780726,Monday,4.0,Weekdays
784325,Monday,4.0,Weekdays
786623,Monday,4.0,Weekdays
789161,Monday,4.0,Weekdays
789636,Monday,4.0,Weekdays
795957,Monday,4.0,Weekdays
797255,Monday,4.0,Weekdays
797386,Monday,4.0,Weekdays
797611,Monday,4.0,Weekdays
798556,Monday,4.0,Weekdays
798916,Monday,4.0,Weekdays
799596,Monday,4.0,Weekdays
800183,Monday,4.0,Weekdays
800446,Monday,4.0,Weekdays
800668,Monday,4.0,Weekdays
800989,Monday,4.0,Weekdays
801072,Monday,4.0,Weekdays
801199,Monday,4.0,Weekdays
802401,Monday,4.0,Weekdays
802746,Monday,4.0,Weekdays
802821,Monday,4.0,Weekdays
802915,Monday,4.0,Weekdays
802997,Monday,4.0,Weekdays
803691,Monday,4.0,Weekdays
804016,Monday,4.0,Weekdays
805831,Monday,4.0,Weekdays
806474,Monday,4.0,Weekdays
806903,Monday,4.0,Weekdays
808227,Monday,4.0,Weekdays
809947,Monday,4.0,Weekdays
810090,Monday,4.0,Weekdays
810830,Monday,4.0,Weekdays
812924,Monday,4.0,Weekdays
816151,Monday,4.0,Weekdays
817031,Monday,4.0,Weekdays
817057,Monday,4.0,Weekdays
817426,Monday,4.0,Weekdays
817550,Monday,4.0,Weekdays
818005,Monday,4.0,Weekdays
818018,Monday,4.0,Weekdays
818161,Monday,4.0,Weekdays
818335,Monday,4.0,Weekdays
819843,Monday,4.0,Weekdays
823213,Monday,4.0,Weekdays
825054,Monday,4.0,Weekdays
825073,Monday,4.0,Weekdays
825226,Monday,4.0,Weekdays
825315,Monday,4.0,Weekdays
825370,Monday,4.0,Weekdays
826501,Monday,4.0,Weekdays
828035,Monday,4.0,Weekdays
828036,Monday,4.0,Weekdays
829315,Monday,4.0,Weekdays
829606,Monday,4.0,Weekdays
829630,Monday,4.0,Weekdays
830043,Monday,4.0,Weekdays
835855,Monday,4.0,Weekdays
835914,Monday,4.0,Weekdays
836332,Monday,4.0,Weekdays
837730,Monday,4.0,Weekdays
837788,Monday,4.0,Weekdays
837831,Monday,4.0,Weekdays
839918,Monday,4.0,Weekdays
841369,Monday,4.0,Weekdays
841427,Monday,4.0,Weekdays
855203,Monday,4.0,Weekdays
857243,Monday,4.0,Weekdays
857563,Monday,4.0,Weekdays
709345,Friday,4.0,Weekdays
729880,Friday,4.0,Weekdays
737100,Friday,4.0,Weekdays
738196,Friday,4.0,Weekdays
742389,Friday,4.0,Weekdays
742784,Friday,4.0,Weekdays
743355,Friday,4.0,Weekdays
744036,Friday,4.0,Weekdays
744137,Friday,4.0,Weekdays
747978,Friday,4.0,Weekdays
747983,Friday,4.0,Weekdays
748373,Friday,4.0,Weekdays
751422,Friday,4.0,Weekdays
752198,Friday,4.0,Weekdays
753604,Friday,4.0,Weekdays
755205,Friday,4.0,Weekdays
756045,Friday,4.0,Weekdays
758148,Friday,4.0,Weekdays
758164,Friday,4.0,Weekdays
768033,Friday,4.0,Weekdays
768461,Friday,4.0,Weekdays
778056,Friday,4.0,Weekdays
780575,Friday,4.0,Weekdays
780726,Friday,4.0,Weekdays
783116,Friday,4.0,Weekdays
783122,Friday,4.0,Weekdays
783226,Friday,4.0,Weekdays
784325,Friday,4.0,Weekdays
789161,Friday,4.0,Weekdays
789636,Friday,4.0,Weekdays
795179,Friday,4.0,Weekdays
797255,Friday,4.0,Weekdays
797386,Friday,4.0,Weekdays
797611,Friday,4.0,Weekdays
798071,Friday,4.0,Weekdays
798556,Friday,4.0,Weekdays
798916,Friday,4.0,Weekdays
799596,Friday,4.0,Weekdays
800183,Friday,4.0,Weekdays
801072,Friday,4.0,Weekdays
801199,Friday,4.0,Weekdays
802177,Friday,4.0,Weekdays
802401,Friday,4.0,Weekdays
802650,Friday,4.0,Weekdays
802915,Friday,4.0,Weekdays
802997,Friday,4.0,Weekdays
804016,Friday,4.0,Weekdays
805716,Friday,4.0,Weekdays
805831,Friday,4.0,Weekdays
806474,Friday,4.0,Weekdays
806903,Friday,4.0,Weekdays
808227,Friday,4.0,Weekdays
814096,Friday,4.0,Weekdays
816151,Friday,4.0,Weekdays
817031,Friday,4.0,Weekdays
817057,Friday,4.0,Weekdays
817426,Friday,4.0,Weekdays
817550,Friday,4.0,Weekdays
817588,Friday,4.0,Weekdays
818018,Friday,4.0,Weekdays
818161,Friday,4.0,Weekdays
818335,Friday,4.0,Weekdays
818547,Friday,4.0,Weekdays
819843,Friday,4.0,Weekdays
823213,Friday,4.0,Weekdays
824575,Friday,4.0,Weekdays
825054,Friday,4.0,Weekdays
825073,Friday,4.0,Weekdays
825159,Friday,4.0,Weekdays
825226,Friday,4.0,Weekdays
825315,Friday,4.0,Weekdays
825370,Friday,4.0,Weekdays
826501,Friday,4.0,Weekdays
828035,Friday,4.0,Weekdays
829163,Friday,4.0,Weekdays
829315,Friday,4.0,Weekdays
829606,Friday,4.0,Weekdays
829630,Friday,4.0,Weekdays
830043,Friday,4.0,Weekdays
835855,Friday,4.0,Weekdays
836332,Friday,4.0,Weekdays
837730,Friday,4.0,Weekdays
837788,Friday,4.0,Weekdays
837831,Friday,4.0,Weekdays
839918,Friday,4.0,Weekdays
841427,Friday,4.0,Weekdays
851829,Friday,4.0,Weekdays
853017,Friday,4.0,Weekdays
855203,Friday,4.0,Weekdays
857243,Friday,4.0,Weekdays
857563,Friday,4.0,Weekdays
730662,Wednesday,4.0,Weekdays
730669,Wednesday,4.0,Weekdays
731095,Wednesday,4.0,Weekdays
731390,Wednesday,4.0,Weekdays
732817,Wednesday,4.0,Weekdays
732989,Wednesday,4.0,Weekdays
733902,Wednesday,4.0,Weekdays
737128,Wednesday,4.0,Weekdays
737986,Wednesday,4.0,Weekdays
738756,Wednesday,4.0,Weekdays
743790,Wednesday,4.0,Weekdays
744338,Wednesday,4.0,Weekdays
792940,Wednesday,4.0,Weekdays
793464,Wednesday,4.0,Weekdays
793485,Wednesday,4.0,Weekdays
795222,Wednesday,4.0,Weekdays
795315,Wednesday,4.0,Weekdays
795589,Wednesday,4.0,Weekdays
798150,Wednesday,4.0,Weekdays
800189,Wednesday,4.0,Weekdays
800507,Wednesday,4.0,Weekdays
801036,Wednesday,4.0,Weekdays
802466,Wednesday,4.0,Weekdays
803167,Wednesday,4.0,Weekdays
803314,Wednesday,4.0,Weekdays
803696,Wednesday,4.0,Weekdays
804004,Wednesday,4.0,Weekdays
804597,Wednesday,4.0,Weekdays
805554,Wednesday,4.0,Weekdays
805715,Wednesday,4.0,Weekdays
805816,Wednesday,4.0,Weekdays
807235,Wednesday,4.0,Weekdays
807277,Wednesday,4.0,Weekdays
807508,Wednesday,4.0,Weekdays
807528,Wednesday,4.0,Weekdays
807605,Wednesday,4.0,Weekdays
808372,Wednesday,4.0,Weekdays
808444,Wednesday,4.0,Weekdays
809338,Wednesday,4.0,Weekdays
809429,Wednesday,4.0,Weekdays
809481,Wednesday,4.0,Weekdays
809483,Wednesday,4.0,Weekdays
809507,Wednesday,4.0,Weekdays
809591,Wednesday,4.0,Weekdays
809600,Wednesday,4.0,Weekdays
811288,Wednesday,4.0,Weekdays
811416,Wednesday,4.0,Weekdays
811821,Wednesday,4.0,Weekdays
812529,Wednesday,4.0,Weekdays
812745,Wednesday,4.0,Weekdays
812802,Wednesday,4.0,Weekdays
813203,Wednesday,4.0,Weekdays
813388,Wednesday,4.0,Weekdays
813616,Wednesday,4.0,Weekdays
813841,Wednesday,4.0,Weekdays
813931,Wednesday,4.0,Weekdays
813946,Wednesday,4.0,Weekdays
814042,Wednesday,4.0,Weekdays
814329,Wednesday,4.0,Weekdays
815755,Wednesday,4.0,Weekdays
816075,Wednesday,4.0,Weekdays
816089,Wednesday,4.0,Weekdays
816241,Wednesday,4.0,Weekdays
816244,Wednesday,4.0,Weekdays
816367,Wednesday,4.0,Weekdays
817548,Wednesday,4.0,Weekdays
817624,Wednesday,4.0,Weekdays
817723,Wednesday,4.0,Weekdays
820146,Wednesday,4.0,Weekdays
823097,Wednesday,4.0,Weekdays
824307,Wednesday,4.0,Weekdays
730662,Friday,4.0,Weekdays
731095,Friday,4.0,Weekdays
731390,Friday,4.0,Weekdays
732817,Friday,4.0,Weekdays
732989,Friday,4.0,Weekdays
733902,Friday,4.0,Weekdays
737128,Friday,4.0,Weekdays
737986,Friday,4.0,Weekdays
738756,Friday,4.0,Weekdays
739189,Friday,4.0,Weekdays
743790,Friday,4.0,Weekdays
744065,Friday,4.0,Weekdays
792940,Friday,4.0,Weekdays
793464,Friday,4.0,Weekdays
793485,Friday,4.0,Weekdays
795222,Friday,4.0,Weekdays
795315,Friday,4.0,Weekdays
795589,Friday,4.0,Weekdays
798150,Friday,4.0,Weekdays
800189,Friday,4.0,Weekdays
800394,Friday,4.0,Weekdays
800507,Friday,4.0,Weekdays
803167,Friday,4.0,Weekdays
803288,Friday,4.0,Weekdays
803314,Friday,4.0,Weekdays
803696,Friday,4.0,Weekdays
804597,Friday,4.0,Weekdays
805098,Friday,4.0,Weekdays
805554,Friday,4.0,Weekdays
805715,Friday,4.0,Weekdays
805816,Friday,4.0,Weekdays
807235,Friday,4.0,Weekdays
807277,Friday,4.0,Weekdays
807508,Friday,4.0,Weekdays
807605,Friday,4.0,Weekdays
807644,Friday,4.0,Weekdays
808372,Friday,4.0,Weekdays
808444,Friday,4.0,Weekdays
809356,Friday,4.0,Weekdays
809389,Friday,4.0,Weekdays
809429,Friday,4.0,Weekdays
809481,Friday,4.0,Weekdays
809483,Friday,4.0,Weekdays
809507,Friday,4.0,Weekdays
809600,Friday,4.0,Weekdays
811416,Friday,4.0,Weekdays
811471,Friday,4.0,Weekdays
811571,Friday,4.0,Weekdays
811821,Friday,4.0,Weekdays
811906,Friday,4.0,Weekdays
812529,Friday,4.0,Weekdays
813203,Friday,4.0,Weekdays
813388,Friday,4.0,Weekdays
813616,Friday,4.0,Weekdays
813841,Friday,4.0,Weekdays
813931,Friday,4.0,Weekdays
813946,Friday,4.0,Weekdays
814042,Friday,4.0,Weekdays
814318,Friday,4.0,Weekdays
814329,Friday,4.0,Weekdays
815755,Friday,4.0,Weekdays
816075,Friday,4.0,Weekdays
816089,Friday,4.0,Weekdays
816241,Friday,4.0,Weekdays
816244,Friday,4.0,Weekdays
816367,Friday,4.0,Weekdays
817624,Friday,4.0,Weekdays
820146,Friday,4.0,Weekdays
823097,Friday,4.0,Weekdays
824307,Friday,4.0,Weekdays
730662,Tuesday,4.0,Weekdays
730669,Tuesday,4.0,Weekdays
732817,Tuesday,4.0,Weekdays
732989,Tuesday,4.0,Weekdays
733902,Tuesday,4.0,Weekdays
737128,Tuesday,4.0,Weekdays
737986,Tuesday,4.0,Weekdays
738756,Tuesday,4.0,Weekdays
739167,Tuesday,4.0,Weekdays
739189,Tuesday,4.0,Weekdays
744830,Tuesday,4.0,Weekdays
792940,Tuesday,4.0,Weekdays
793464,Tuesday,4.0,Weekdays
793485,Tuesday,4.0,Weekdays
795222,Tuesday,4.0,Weekdays
795315,Tuesday,4.0,Weekdays
795403,Tuesday,4.0,Weekdays
795589,Tuesday,4.0,Weekdays
798150,Tuesday,4.0,Weekdays
798237,Tuesday,4.0,Weekdays
800347,Tuesday,4.0,Weekdays
800394,Tuesday,4.0,Weekdays
800507,Tuesday,4.0,Weekdays
800681,Tuesday,4.0,Weekdays
801036,Tuesday,4.0,Weekdays
803288,Tuesday,4.0,Weekdays
803314,Tuesday,4.0,Weekdays
803696,Tuesday,4.0,Weekdays
804004,Tuesday,4.0,Weekdays
804597,Tuesday,4.0,Weekdays
805554,Tuesday,4.0,Weekdays
805715,Tuesday,4.0,Weekdays
805816,Tuesday,4.0,Weekdays
807235,Tuesday,4.0,Weekdays
807277,Tuesday,4.0,Weekdays
807508,Tuesday,4.0,Weekdays
807528,Tuesday,4.0,Weekdays
807605,Tuesday,4.0,Weekdays
807644,Tuesday,4.0,Weekdays
808372,Tuesday,4.0,Weekdays
808444,Tuesday,4.0,Weekdays
809338,Tuesday,4.0,Weekdays
809429,Tuesday,4.0,Weekdays
809483,Tuesday,4.0,Weekdays
809507,Tuesday,4.0,Weekdays
809591,Tuesday,4.0,Weekdays
809600,Tuesday,4.0,Weekdays
811288,Tuesday,4.0,Weekdays
811416,Tuesday,4.0,Weekdays
811571,Tuesday,4.0,Weekdays
811815,Tuesday,4.0,Weekdays
811821,Tuesday,4.0,Weekdays
812529,Tuesday,4.0,Weekdays
812745,Tuesday,4.0,Weekdays
812802,Tuesday,4.0,Weekdays
813483,Tuesday,4.0,Weekdays
813841,Tuesday,4.0,Weekdays
813931,Tuesday,4.0,Weekdays
813946,Tuesday,4.0,Weekdays
814042,Tuesday,4.0,Weekdays
815755,Tuesday,4.0,Weekdays
816075,Tuesday,4.0,Weekdays
816244,Tuesday,4.0,Weekdays
816367,Tuesday,4.0,Weekdays
817548,Tuesday,4.0,Weekdays
820146,Tuesday,4.0,Weekdays
823097,Tuesday,4.0,Weekdays
824307,Tuesday,4.0,Weekdays
730662,Thursday,4.0,Weekdays
731095,Thursday,4.0,Weekdays
731390,Thursday,4.0,Weekdays
732817,Thursday,4.0,Weekdays
732989,Thursday,4.0,Weekdays
733902,Thursday,4.0,Weekdays
737128,Thursday,4.0,Weekdays
737986,Thursday,4.0,Weekdays
738756,Thursday,4.0,Weekdays
739167,Thursday,4.0,Weekdays
743790,Thursday,4.0,Weekdays
744065,Thursday,4.0,Weekdays
744338,Thursday,4.0,Weekdays
744830,Thursday,4.0,Weekdays
792940,Thursday,4.0,Weekdays
793464,Thursday,4.0,Weekdays
793485,Thursday,4.0,Weekdays
795222,Thursday,4.0,Weekdays
795315,Thursday,4.0,Weekdays
795589,Thursday,4.0,Weekdays
798150,Thursday,4.0,Weekdays
800189,Thursday,4.0,Weekdays
800394,Thursday,4.0,Weekdays
800507,Thursday,4.0,Weekdays
803167,Thursday,4.0,Weekdays
803288,Thursday,4.0,Weekdays
803314,Thursday,4.0,Weekdays
803696,Thursday,4.0,Weekdays
804004,Thursday,4.0,Weekdays
804597,Thursday,4.0,Weekdays
805098,Thursday,4.0,Weekdays
805554,Thursday,4.0,Weekdays
805715,Thursday,4.0,Weekdays
806130,Thursday,4.0,Weekdays
807235,Thursday,4.0,Weekdays
807277,Thursday,4.0,Weekdays
807508,Thursday,4.0,Weekdays
807605,Thursday,4.0,Weekdays
808372,Thursday,4.0,Weekdays
808444,Thursday,4.0,Weekdays
809389,Thursday,4.0,Weekdays
809429,Thursday,4.0,Weekdays
809481,Thursday,4.0,Weekdays
809483,Thursday,4.0,Weekdays
809507,Thursday,4.0,Weekdays
809591,Thursday,4.0,Weekdays
809600,Thursday,4.0,Weekdays
811288,Thursday,4.0,Weekdays
811416,Thursday,4.0,Weekdays
811471,Thursday,4.0,Weekdays
811821,Thursday,4.0,Weekdays
812529,Thursday,4.0,Weekdays
812745,Thursday,4.0,Weekdays
812802,Thursday,4.0,Weekdays
813203,Thursday,4.0,Weekdays
813388,Thursday,4.0,Weekdays
813841,Thursday,4.0,Weekdays
813931,Thursday,4.0,Weekdays
813946,Thursday,4.0,Weekdays
814042,Thursday,4.0,Weekdays
814329,Thursday,4.0,Weekdays
815755,Thursday,4.0,Weekdays
816075,Thursday,4.0,Weekdays
816367,Thursday,4.0,Weekdays
817624,Thursday,4.0,Weekdays
820146,Thursday,4.0,Weekdays
823097,Thursday,4.0,Weekdays
824307,Thursday,4.0,Weekdays
729704,Monday,4.0,Weekdays
732817,Monday,4.0,Weekdays
732989,Monday,4.0,Weekdays
733902,Monday,4.0,Weekdays
734311,Monday,4.0,Weekdays
737128,Monday,4.0,Weekdays
737986,Monday,4.0,Weekdays
738756,Monday,4.0,Weekdays
739167,Monday,4.0,Weekdays
739189,Monday,4.0,Weekdays
744830,Monday,4.0,Weekdays
792940,Monday,4.0,Weekdays
793464,Monday,4.0,Weekdays
793485,Monday,4.0,Weekdays
795222,Monday,4.0,Weekdays
795315,Monday,4.0,Weekdays
795403,Monday,4.0,Weekdays
798237,Monday,4.0,Weekdays
800394,Monday,4.0,Weekdays
800681,Monday,4.0,Weekdays
803288,Monday,4.0,Weekdays
803314,Monday,4.0,Weekdays
803696,Monday,4.0,Weekdays
804004,Monday,4.0,Weekdays
804597,Monday,4.0,Weekdays
805554,Monday,4.0,Weekdays
805715,Monday,4.0,Weekdays
805910,Monday,4.0,Weekdays
807235,Monday,4.0,Weekdays
807277,Monday,4.0,Weekdays
807302,Monday,4.0,Weekdays
807508,Monday,4.0,Weekdays
807528,Monday,4.0,Weekdays
807605,Monday,4.0,Weekdays
807644,Monday,4.0,Weekdays
809338,Monday,4.0,Weekdays
809429,Monday,4.0,Weekdays
809483,Monday,4.0,Weekdays
809507,Monday,4.0,Weekdays
809600,Monday,4.0,Weekdays
811288,Monday,4.0,Weekdays
811416,Monday,4.0,Weekdays
811571,Monday,4.0,Weekdays
811789,Monday,4.0,Weekdays
811815,Monday,4.0,Weekdays
811821,Monday,4.0,Weekdays
812529,Monday,4.0,Weekdays
812533,Monday,4.0,Weekdays
812745,Monday,4.0,Weekdays
812802,Monday,4.0,Weekdays
813203,Monday,4.0,Weekdays
813841,Monday,4.0,Weekdays
813931,Monday,4.0,Weekdays
813946,Monday,4.0,Weekdays
814042,Monday,4.0,Weekdays
815755,Monday,4.0,Weekdays
816367,Monday,4.0,Weekdays
817548,Monday,4.0,Weekdays
817723,Monday,4.0,Weekdays
820146,Monday,4.0,Weekdays
823097,Monday,4.0,Weekdays
824307,Monday,4.0,Weekdays
382457,Tuesday,4.0,Weekdays
382499,Tuesday,4.0,Weekdays
383120,Tuesday,4.0,Weekdays
383346,Tuesday,4.0,Weekdays
386486,Tuesday,4.0,Weekdays
386847,Tuesday,4.0,Weekdays
387167,Tuesday,4.0,Weekdays
388601,Tuesday,4.0,Weekdays
390119,Tuesday,4.0,Weekdays
412679,Tuesday,4.0,Weekdays
414613,Tuesday,4.0,Weekdays
414637,Tuesday,4.0,Weekdays
415504,Tuesday,4.0,Weekdays
417060,Tuesday,4.0,Weekdays
417092,Tuesday,4.0,Weekdays
417230,Tuesday,4.0,Weekdays
418381,Tuesday,4.0,Weekdays
419364,Tuesday,4.0,Weekdays
421114,Tuesday,4.0,Weekdays
422598,Tuesday,4.0,Weekdays
422968,Tuesday,4.0,Weekdays
423075,Tuesday,4.0,Weekdays
423204,Tuesday,4.0,Weekdays
423491,Tuesday,4.0,Weekdays
423514,Tuesday,4.0,Weekdays
423639,Tuesday,4.0,Weekdays
423784,Tuesday,4.0,Weekdays
423852,Tuesday,4.0,Weekdays
423886,Tuesday,4.0,Weekdays
424652,Tuesday,4.0,Weekdays
432664,Tuesday,4.0,Weekdays
432713,Tuesday,4.0,Weekdays
433706,Tuesday,4.0,Weekdays
433782,Tuesday,4.0,Weekdays
434000,Tuesday,4.0,Weekdays
434215,Tuesday,4.0,Weekdays
434383,Tuesday,4.0,Weekdays
434464,Tuesday,4.0,Weekdays
434471,Tuesday,4.0,Weekdays
435214,Tuesday,4.0,Weekdays
436352,Tuesday,4.0,Weekdays
436610,Tuesday,4.0,Weekdays
436749,Tuesday,4.0,Weekdays
437327,Tuesday,4.0,Weekdays
437405,Tuesday,4.0,Weekdays
438474,Tuesday,4.0,Weekdays
438561,Tuesday,4.0,Weekdays
438602,Tuesday,4.0,Weekdays
438766,Tuesday,4.0,Weekdays
439138,Tuesday,4.0,Weekdays
439151,Tuesday,4.0,Weekdays
439645,Tuesday,4.0,Weekdays
439869,Tuesday,4.0,Weekdays
440028,Tuesday,4.0,Weekdays
440060,Tuesday,4.0,Weekdays
440069,Tuesday,4.0,Weekdays
440145,Tuesday,4.0,Weekdays
440426,Tuesday,4.0,Weekdays
440427,Tuesday,4.0,Weekdays
440808,Tuesday,4.0,Weekdays
441398,Tuesday,4.0,Weekdays
443151,Tuesday,4.0,Weekdays
443697,Tuesday,4.0,Weekdays
444539,Tuesday,4.0,Weekdays
445038,Tuesday,4.0,Weekdays
445358,Tuesday,4.0,Weekdays
445717,Tuesday,4.0,Weekdays
445991,Tuesday,4.0,Weekdays
446281,Tuesday,4.0,Weekdays
446284,Tuesday,4.0,Weekdays
446501,Tuesday,4.0,Weekdays
446926,Tuesday,4.0,Weekdays
446931,Tuesday,4.0,Weekdays
448915,Tuesday,4.0,Weekdays
448973,Tuesday,4.0,Weekdays
449090,Tuesday,4.0,Weekdays
449584,Tuesday,4.0,Weekdays
450217,Tuesday,4.0,Weekdays
450342,Tuesday,4.0,Weekdays
451350,Tuesday,4.0,Weekdays
451384,Tuesday,4.0,Weekdays
451486,Tuesday,4.0,Weekdays
451523,Tuesday,4.0,Weekdays
451546,Tuesday,4.0,Weekdays
451606,Tuesday,4.0,Weekdays
452047,Tuesday,4.0,Weekdays
452529,Tuesday,4.0,Weekdays
452809,Tuesday,4.0,Weekdays
453120,Tuesday,4.0,Weekdays
453726,Tuesday,4.0,Weekdays
454305,Tuesday,4.0,Weekdays
454310,Tuesday,4.0,Weekdays
454331,Tuesday,4.0,Weekdays
454336,Tuesday,4.0,Weekdays
454721,Tuesday,4.0,Weekdays
454916,Tuesday,4.0,Weekdays
454943,Tuesday,4.0,Weekdays
455145,Tuesday,4.0,Weekdays
455197,Tuesday,4.0,Weekdays
455353,Tuesday,4.0,Weekdays
455444,Tuesday,4.0,Weekdays
455461,Tuesday,4.0,Weekdays
455537,Tuesday,4.0,Weekdays
455993,Tuesday,4.0,Weekdays
456103,Tuesday,4.0,Weekdays
456444,Tuesday,4.0,Weekdays
456518,Tuesday,4.0,Weekdays
456729,Tuesday,4.0,Weekdays
456735,Tuesday,4.0,Weekdays
456739,Tuesday,4.0,Weekdays
458419,Tuesday,4.0,Weekdays
458444,Tuesday,4.0,Weekdays
458496,Tuesday,4.0,Weekdays
458503,Tuesday,4.0,Weekdays
458612,Tuesday,4.0,Weekdays
458791,Tuesday,4.0,Weekdays
458891,Tuesday,4.0,Weekdays
460267,Tuesday,4.0,Weekdays
382457,Wednesday,4.0,Weekdays
382499,Wednesday,4.0,Weekdays
383120,Wednesday,4.0,Weekdays
383346,Wednesday,4.0,Weekdays
386486,Wednesday,4.0,Weekdays
386847,Wednesday,4.0,Weekdays
387167,Wednesday,4.0,Weekdays
388601,Wednesday,4.0,Weekdays
390119,Wednesday,4.0,Weekdays
412679,Wednesday,4.0,Weekdays
413450,Wednesday,4.0,Weekdays
414363,Wednesday,4.0,Weekdays
414613,Wednesday,4.0,Weekdays
414637,Wednesday,4.0,Weekdays
415504,Wednesday,4.0,Weekdays
415773,Wednesday,4.0,Weekdays
417060,Wednesday,4.0,Weekdays
417092,Wednesday,4.0,Weekdays
417230,Wednesday,4.0,Weekdays
417862,Wednesday,4.0,Weekdays
418381,Wednesday,4.0,Weekdays
419364,Wednesday,4.0,Weekdays
420797,Wednesday,4.0,Weekdays
421114,Wednesday,4.0,Weekdays
422307,Wednesday,4.0,Weekdays
422598,Wednesday,4.0,Weekdays
422968,Wednesday,4.0,Weekdays
423075,Wednesday,4.0,Weekdays
423204,Wednesday,4.0,Weekdays
423491,Wednesday,4.0,Weekdays
423514,Wednesday,4.0,Weekdays
423639,Wednesday,4.0,Weekdays
423886,Wednesday,4.0,Weekdays
424652,Wednesday,4.0,Weekdays
425022,Wednesday,4.0,Weekdays
432664,Wednesday,4.0,Weekdays
432713,Wednesday,4.0,Weekdays
433706,Wednesday,4.0,Weekdays
433782,Wednesday,4.0,Weekdays
433837,Wednesday,4.0,Weekdays
434000,Wednesday,4.0,Weekdays
434215,Wednesday,4.0,Weekdays
434383,Wednesday,4.0,Weekdays
434464,Wednesday,4.0,Weekdays
434471,Wednesday,4.0,Weekdays
435214,Wednesday,4.0,Weekdays
436352,Wednesday,4.0,Weekdays
436610,Wednesday,4.0,Weekdays
436749,Wednesday,4.0,Weekdays
437327,Wednesday,4.0,Weekdays
437405,Wednesday,4.0,Weekdays
438474,Wednesday,4.0,Weekdays
438561,Wednesday,4.0,Weekdays
438602,Wednesday,4.0,Weekdays
438766,Wednesday,4.0,Weekdays
439138,Wednesday,4.0,Weekdays
